Database Identifier,Database Name,Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Post Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
analytical360,Analytical 360,,Kandy Kush,Archived,,,2013-08-25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88,0.61,,,,,,,,,,,,
analytical360,Analytical 360,,Strawberry Cough,Archived,,,2013-08-25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68,0.36,,,,,,,,,0.17,0.06,,
analytical360,Analytical 360,,Hashberry,Archived,,,2013-08-25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,0.04,,,,,,,,,0.13,0.05,,
analytical360,Analytical 360,,Lemon Diesel,Archived,,,2013-08-25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32,0.1,,,,,,,,,0.2,0.04,,
analytical360,Analytical 360,,T-Orange,Archived,,,2013-08-25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69,0.33,,,,,,,,,,,,
analytical360,Analytical 360,,Vortex,Archived,,,2013-08-25,46,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.56,,,,0.03,,,,,0.35,0.02,,
analytical360,Analytical 360,,Permafrost,Archived,,,2013-08-25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,15.16,0.31,,,,0.22,,,,,0.48,0.13,,
analytical360,Analytical 360,,Jack Herer,Archived,,,2013-08-25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94,0.29,,,,,,,,,0.26,0.14,,
analytical360,Analytical 360,,Juanita la Lagrimosa,Archived,,,2013-08-25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,10.16,3.25,,,,,0.81,,,,,,,
analytical360,Analytical 360,,Blue Widow,Archived,,,2013-08-25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,0.11,,,,,,,,,0.78,,,
analytical360,Analytical 360,,Cannatonic,Archived,,,2013-08-25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,0.69,,,,0.16,8.35,,,,0.06,0.06,,
analytical360,Analytical 360,,Maui Wowie Rx,Archived,,,2013-08-25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,17.12,0.29,,,,0.02,,,,,0.36,0.1,,
analytical360,Analytical 360,,818-80-4,Archived,,,2013-08-25,47,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02,0.25,,,,,,,,,,0.04,,
analytical360,Analytical 360,,Ripped Bubba,Archived,,,2013-08-25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58,0.25,,,,,,,,,0.19,,,
analytical360,Analytical 360,,Pit Bull,Archived,,,2013-08-25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62,0.23,,,,,,,,,0.04,,,
analytical360,Analytical 360,,Jesus OG,Archived,,,2013-08-25,44,,,,,,,,,,,,,,,,,,,,,,,,,,,15.38,0.25,,,,0.15,,,,,0.27,0.09,,
analytical360,Analytical 360,,Doc's Harlequin 2,Archived,,,2013-08-25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,4.43,,,,0.06,,,
analytical360,Analytical 360,,L.A. Confidential,Archived,,,2013-08-25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04,0.11,,,,,,,,,0.14,0.02,,
analytical360,Analytical 360,,Dead Head OG,Archived,,,2013-08-25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,0.18,,,,,,,,,0.1,,,
analytical360,Analytical 360,,Precursor #1,Archived,,,2013-08-25,48,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19,10.51,,,,,,,,,,0.14,,
analytical360,Analytical 360,,Keith's Big Blue,Archived,,,2013-08-26,49,,,,,,,,,,,,,,,,,,,,,,,,,,,14.61,0.82,,,,,,,,,0.44,,,
analytical360,Analytical 360,,Sour Diesel (GGGI),Archived,,,2013-08-26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59,0.93,,,,,,,,,,0.04,,
analytical360,Analytical 360,,Monster Doll (GGGI),Archived,,,2013-08-26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,0.32,,,,,,,,,,0.1,,
analytical360,Analytical 360,,Lavender (GGGI),Archived,,,2013-08-26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55,0.46,,,,,,,,,0.1,0.12,,
analytical360,Analytical 360,,Blue Dream (GGGI),Archived,,,2013-08-26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,17.88,,,,,,,,,,,0.14,,
analytical360,Analytical 360,,BHO Chernobyl,Archived,,,2013-08-26,49,,,,,,,,,,,,,,,,,,,,,,,,,,,53.39,4.57,,,,,,,,,4.25,0.16,,
analytical360,Analytical 360,,Lemon Headband (Soil Grown),Archived,,,2013-08-26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,15.72,0.5,,,,0.04,,,,,1.29,0.1,,
analytical360,Analytical 360,,BHO Dutch Treat (H),Archived,,,2013-08-26,51,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,10.29,,,,,,,,,0.91,0.07,,
analytical360,Analytical 360,,BHO Lemon Zest (I),Archived,,,2013-08-26,51,,,,,,,,,,,,,,,,,,,,,,,,,,,49.14,11.36,,,,,,,,,0.54,,,
analytical360,Analytical 360,,BHO NWAC Premium Blend (J),Archived,,,2013-08-26,51,,,,,,,,,,,,,,,,,,,,,,,,,,,39.87,19.49,,,,,,,,,,,,
analytical360,Analytical 360,,Dama Oil #13082101,Archived,,,2013-08-26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2,,,,,,,,,,,1.03,
analytical360,Analytical 360,,RSO W116,Archived,,,2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.45,,,,,,1.31,,,,0.36,0.32,
analytical360,Analytical 360,,CO2 Permastoned,Archived,,,2013-08-26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,26.38,,,,0.27,,,,,0.43,0.11,,
analytical360,Analytical 360,,RSO Oil 4,Archived,,,2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,69.48,,,,,,0.35,,,,,0.57,
analytical360,Analytical 360,,Tahoe OG #7,Archived,,,2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31,2.16,,,,,,,,,0.25,,,
analytical360,Analytical 360,,Elron x Northern Lights,Archived,,,2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,3.16,,,,0.03,,,,,1.58,0.1,,
analytical360,Analytical 360,,Silver Lemon Haze,Archived,,,2013-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,0.7,,,,0.09,,,,,0.37,0.06,,
analytical360,Analytical 360,,Beaver Dawg,Archived,,,2013-08-27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,0.22,6.06,,,,0.03,0.21,,
analytical360,Analytical 360,,25 Micron Hash,Archived,,,2013-08-27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,42.81,1.82,,,,,,,,,0.52,0.1,,
analytical360,Analytical 360,,Ghost Train Haze 70 micron Ice Wax,Archived,,,2013-08-27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,1.98,,,,,,,,,1.69,0.37,,
analytical360,Analytical 360,,Ghost Train Haze 45 micron Ice Wax,Archived,,,2013-08-27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,2.27,,,,,,,,,1.2,0.22,,
analytical360,Analytical 360,,Ghost Train Haze 30 micron Ice Wax,Archived,,,2013-08-27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,2.03,,,,,,,,,1.86,0.34,,
analytical360,Analytical 360,,BB02,Archived,,,2013-08-27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,32.63,,,,,,,,,,,0.94,
analytical360,Analytical 360,,BHO Harlequin,Archived,,,2013-08-27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,23.67,4.86,,,,0.86,32.38,1.24,,,0.69,0.18,,
analytical360,Analytical 360,,Sugar Plum,Archived,,,2013-08-28,53,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,1.1,,,,,,,,,0.39,0.03,,
analytical360,Analytical 360,,The Charlie,Archived,,,2013-08-28,53,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62,0.19,,,,,,,,,0.1,0.03,,
analytical360,Analytical 360,,Grape God,Archived,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67,2.76,,,,,,,,,,0.03,,
analytical360,Analytical 360,,Huckleberry Kush,Archived,,,2013-08-28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37,0.36,,,,,,,,,0.02,0.08,,
analytical360,Analytical 360,,Blue Bastard 3,Archived,,,2013-08-28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,2.32,,,,,,,,,,,,
analytical360,Analytical 360,,Essence 2,Archived,,,2013-08-28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98,4.27,,,,,,,,,,0.04,,
analytical360,Analytical 360,,Paradise Frog,Archived,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92,1.12,,,,,,,,,,,,
analytical360,Analytical 360,,S.S.,Archived,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,0.78,,,,,,,,,,,,
analytical360,Analytical 360,,FLOG (F),Archived,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67,0.4,,,,,,,,,0.05,0.07,,
analytical360,Analytical 360,,Cinex,Archived,,,2013-08-28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88,0.39,,,,,,,,,0.03,0.07,,
analytical360,Analytical 360,,CO2 Oil B1,Archived,,,2013-08-28,32,,,,,,,,,,,,,,,,,,,,,,,,,,,15.81,10.31,,,,,,,,,,,,
analytical360,Analytical 360,,BHO HCC 0100 Citrus Ripper,Archived,,,2013-08-28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81,5.97,,,,,0.18,,,,0.17,,,
analytical360,Analytical 360,,BHO HCC 0101 Granddaddy Pineapple,Archived,,,2013-08-28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,53.21,3.29,,,,,,,,,1.17,0.32,,
analytical360,Analytical 360,,BHO HCC 0102 Fire Alien,Archived,,,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.72,3.51,,,,,,,,,0.82,0.21,,
analytical360,Analytical 360,,BHO HCC 0103 Purple Nightmare,Archived,,,2013-08-28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,53.69,4.92,,,,,,,,,0.04,0.28,,
analytical360,Analytical 360,,BHO Sour OG,Archived,,,2013-08-28,31,,,,,,,,,,,,,,,,,,,,,,,,,,,53.72,12.52,,,,,,,,,0.06,0.2,,
analytical360,Analytical 360,,RSO Purple (Dank Werks),Archived,,,2013-08-28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.11,,,,,,0.58,,,,,2.54,
analytical360,Analytical 360,,V. Lux 11,Archived,,,2013-08-28,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.94,,,,,,,,,,,0.92,
analytical360,Analytical 360,,Glinda's Tonic,Archived,,,2012-06-14,56,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,0.39,0.39,,,0.22,8.19,,,,,,,
analytical360,Analytical 360,,Kronic Sativa,Archived,,,2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29,0.81,0.46,,,0.16,0.96,,,,,,,
analytical360,Analytical 360,,Pineapple OG Solventless Hash,Archived,,,2013-08-29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,56.28,0.3,,,,,,,,,0.11,0.09,,
analytical360,Analytical 360,,BHO HCC 0104 Pink Lemonade,Archived,,,2013-08-29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63,13.16,,,,,,,,,,,,
analytical360,Analytical 360,,BHO HCC 0105 SFVOG Grape Stomper,Archived,,,2013-08-29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,60.34,1.21,,,,,,,,,,0.06,,
analytical360,Analytical 360,,BHO HCC 0106 Lemon Skywalker OG,Archived,,,2013-08-29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,55.99,1.05,,,,,2.56,,,,0.16,0.1,,
analytical360,Analytical 360,,BHO HCC 0107 Sour D,Archived,,,2013-08-29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,57.97,0.3,,,,,,,,,0.07,0.25,,
analytical360,Analytical 360,,XJ-13 x Girl Scout Cookie – Full Flower (Strain Specific Concentrates),Archived,,,2013-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,5.21,,,,,,,,,0.65,0.05,,
analytical360,Analytical 360,,CBD Cannatonic,Archived,,,2013-08-29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,0.77,,,,0.18,6.25,,,,0.04,0.06,,
analytical360,Analytical 360,,Trinity,Archived,,,2013-08-29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,15.17,1.08,,,,,,,,,0.55,0.09,,
analytical360,Analytical 360,,Orange Crush,Archived,,,2013-08-29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,0.8,,,,,,,,,0.29,0.17,,
analytical360,Analytical 360,,Jonah,Archived,,,2013-08-29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,15.78,0.77,,,,,,,,,0.65,0.09,,
analytical360,Analytical 360,,Cynex,Archived,,,2013-08-29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53,0.84,,,,,,,,,,0.03,,
analytical360,Analytical 360,,Bubba Kush,Archived,,,2013-08-29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51,0.5,,,,,,,,,0.21,0.05,,
analytical360,Analytical 360,,Purple Erkle,Archived,,,2013-08-29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,0.45,,,,0.13,,,,,0.41,0.13,,
analytical360,Analytical 360,,Dutch Treat Shatter,Archived,,,2013-08-29,58,,,,,,,,,,,,,,,,,,,,,,,,,,,47.87,15.32,,,,0.36,,,,,1.39,0.09,,
analytical360,Analytical 360,,Green Queen (Top Shelf Meds),Archived,,,2013-08-30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57,0.57,,,,0.02,,,,,0.08,0.03,,
analytical360,Analytical 360,,Chem Dawg (Top Shelf Meds),Archived,,,2013-08-30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,17.63,,,,,,,,,,0.12,0.14,,
analytical360,Analytical 360,,BHO Snoop's Dream Shatter,Archived,,,2013-08-30,57,,,,,,,,,,,,,,,,,,,,,,,,,,,51.57,13.2,,,,,,,,,,0.26,,
analytical360,Analytical 360,,BHO Agent Orange,Archived,,,2013-08-30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,56.36,1.59,,,,,,,,,0.77,,,
analytical360,Analytical 360,,BHO Kandy Kush,Archived,,,2013-08-30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,57.53,,,,,,,,,,,,,
analytical360,Analytical 360,,BHO Velvet Kush,Archived,,,2013-08-30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05,1.71,,,,,0.14,,,,,,,
analytical360,Analytical 360,,RSO Cloners Market Cinex,Archived,,,2013-08-30,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.05,,,,,,,,,,,0.89,
analytical360,Analytical 360,,HCC 0108 Lemon OG Bubble Hash,Archived,,,2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.57,1.15,,,,,,,,,0.41,0.1,,
analytical360,Analytical 360,,Bob Marley,Archived,,,2012-06-15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,12.78,5.68,0.58,,,0.1,0.07,,,,,,,
analytical360,Analytical 360,,Dutch’s Grapefruit,Archived,,,2012-06-15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,5.26,0.49,,,0.09,0.07,,,,,,,
analytical360,Analytical 360,,CO2 House Oil,Archived,,,2013-08-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.85,13.34,,,,,,,,,0.56,,,
analytical360,Analytical 360,,BHO Maui Waui,Archived,,,2013-08-30,41,,,,,,,,,,,,,,,,,,,,,,,,,,,56.97,3.88,,,,,,,,,0.31,0.02,,
analytical360,Analytical 360,,RSO Joe,Archived,,,2013-08-30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.89,,,,,,,,,,,1.17,
analytical360,Analytical 360,,Dutch’s Blue Dream,Archived,,,2012-06-15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46,0.5,0.13,,,0.09,0.03,,,,,,,
analytical360,Analytical 360,,TKO Lot #084213003,Archived,,,2013-08-30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.88,,,,,,,,,,,1.94,
analytical360,Analytical 360,,Simpson Hemp Oil ABC (Sample I),Archived,,,2013-08-30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,,,,,,,,,,0.75,2.59,
analytical360,Analytical 360,,Simpson Hemp Oil Agent Orange (Sample H),Archived,,,2013-08-30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,63.06,,,,,,,,,,0.17,1.11,
analytical360,Analytical 360,,Pure Honey 828,Archived,,,2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.78,,,,,,0.9,,,,,0.11,
analytical360,Analytical 360,,NW Market Indica,Archived,,,2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,24.76,,,,,,,,,,,,
analytical360,Analytical 360,,Dama Oil #13082701,Archived,,,2013-08-30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,0.22,
analytical360,Analytical 360,,Dama Oil #13082702,Archived,,,2013-08-30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.66,,,,,,,,,,,0.24,
analytical360,Analytical 360,,Dama Oil #13082201,Archived,,,2013-08-30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.94,,,,,,1.32,,,,,2.34,
analytical360,Analytical 360,,Dama Oil #13082801,Archived,,,2013-08-30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.76,,,,,,1.05,,,,,0.27,
analytical360,Analytical 360,,Nuken,Archived,,,2012-06-15,47,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,1.06,,,,0.05,0.08,,,,,,,
analytical360,Analytical 360,,Green Crack,Archived,,,2012-06-15,47,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48,0.87,0.02,,,0.13,0.58,,,,,,,
analytical360,Analytical 360,,Super Purple Haze Rx,Archived,,,2012-06-15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62,1.41,0.06,,,0.12,0.11,,,,,,,
analytical360,Analytical 360,,Kryptonite,Archived,,,2012-06-15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19,0.57,0.11,,,0.14,0.11,,,,,,,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99,0.61,,,,0.13,0.78,,,,,,,
analytical360,Analytical 360,,Mazar Sharif,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42,0.5,,,,,,,,,1.17,0.02,,
analytical360,Analytical 360,,Shiskaberry,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54,0.53,,,,0.03,,,,,0.14,,,
analytical360,Analytical 360,,Cynex,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05,0.53,,,,,,,,,,0.03,,
analytical360,Analytical 360,,Albert Walker,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37,0.44,,,,,,,,,0.03,0.11,,
analytical360,Analytical 360,,Red Dragon,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,17.19,1.27,,,,,,,,,0.36,0.12,,
analytical360,Analytical 360,,Afghani Kush,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,0.14,,,,,,,,,0.11,0.05,,
analytical360,Analytical 360,,Plane Wreck,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,12.94,0.41,,,,0.02,,,,,0.32,0.02,,
analytical360,Analytical 360,,Snoop's Dream,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87,0.06,,,,,,,,,,0.08,,
analytical360,Analytical 360,,Triple C Blueberry,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,0.31,,,,0.11,,,,,0.27,0.12,,
analytical360,Analytical 360,,Chernobyl,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08,0.14,,,,0.04,,,,,0.16,0.02,,
analytical360,Analytical 360,,Grape Ape,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.7,,,,,,,,,0.47,0.03,,
analytical360,Analytical 360,,OG Raskal,Archived,,,2013-08-31,57,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,0.79,,,,0.29,10.07,,,,0.53,0.12,,
analytical360,Analytical 360,,Ozma,Archived,,,2013-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,0.13,,,,0.16,7.38,,,,0.23,0.02,,
analytical360,Analytical 360,,CCC Blueberry Cheesecake,Archived,,,2013-08-31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97,0.61,,,,,,,,,,,,
analytical360,Analytical 360,,CCC Jesus,Archived,,,2013-08-31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,15.07,0.33,,,,0.26,,,,,0.58,0.09,,
analytical360,Analytical 360,,CCC Apollo 13,Archived,,,2013-08-31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91,0.54,,,,,,,,,0.63,,,
analytical360,Analytical 360,,Moto-Vashon,Archived,,,2013-08-31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,3.84,,,,0.21,,,,,0.71,0.08,,
analytical360,Analytical 360,,Callizar,Archived,,,2013-08-31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,1.64,,,,,,,,,,0.02,,
analytical360,Analytical 360,,Spaceballs,Archived,,,2013-08-31,40,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,0.11,,,,,,,,,0.06,,,
analytical360,Analytical 360,,Willies,Archived,,,2013-08-31,62,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,,,,,,,,,0.05,0.11,,
analytical360,Analytical 360,,White Widow,Archived,,,2013-08-31,62,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,0.19,,,,,,,,,0.04,0.02,,
analytical360,Analytical 360,,Sour Lemon Haze,Archived,,,2013-08-31,62,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.58,,,,,,,,,,0.03,,
analytical360,Analytical 360,,Bubba Kush,Archived,,,2013-08-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,1.03,,,,,,,,,0.49,0.07,,
analytical360,Analytical 360,,Tahoe OG,Archived,,,2013-08-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85,0.41,,,,,,,,,0.24,,,
analytical360,Analytical 360,,Black Haze,Archived,,,2013-08-31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42,0.16,,,,,,,,,,0.02,,
analytical360,Analytical 360,,Snoop's Dream,Archived,,,2013-08-31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,17.29,0.57,,,,,,,,,,0.11,,
analytical360,Analytical 360,,Cascade Kush,Archived,,,2013-08-31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,17.29,0.8,,,,,,,,,0.09,0.04,,
analytical360,Analytical 360,,Godfather,Archived,,,2013-08-31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15.71,0.33,,,,,,,,,,,,
analytical360,Analytical 360,,Blue Rhino,Archived,,,2013-09-01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12,0.27,,,,,,,,,0.7,0.11,,
analytical360,Analytical 360,,Cherry Pie,Archived,,,2013-09-01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11.74,2.86,,,,,,,,,0.11,,,
analytical360,Analytical 360,,GDP #1K,Archived,,,2013-09-01,41,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99,1.06,,,,0.07,,,,,,0.01,,
analytical360,Analytical 360,,GDP #2C,Archived,,,2013-09-01,41,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,0.18,,,,,,,,,0.08,0.07,,
analytical360,Analytical 360,,Purple Kush,Archived,,,2013-09-01,15,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05,0.35,,,,,,,,,0.14,0.03,,
analytical360,Analytical 360,,Lemon Kush,Archived,,,2013-09-01,63,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11,0.62,,,,,,,,,0.1,,,
analytical360,Analytical 360,,The White x PBK #2,Archived,,,2013-09-01,64,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.28,,,,,,,,,0.04,0.34,,
analytical360,Analytical 360,,Ogre,Archived,,,2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.17,,,,0.02,4.78,,,,0.05,0.72,,
analytical360,Analytical 360,,Mt. Wizard #5,Archived,,,2013-09-01,47,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57,1.55,,,,0.31,8.15,,,,0.27,0.17,,
analytical360,Analytical 360,,Little Debbie,Archived,,,2013-09-01,47,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.35,,,,0.17,6.65,,,,0.05,0.14,,
analytical360,Analytical 360,,Shiva Skunk #3 (Delphi Organics),Archived,,,2013-09-01,29,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23,0.15,,,,,,,,,,0.1,,
analytical360,Analytical 360,,White Lavender,Archived,,,2013-09-01,43,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66,0.08,,,,0.02,,,,,0.45,0.25,,
analytical360,Analytical 360,,Blue OG,Archived,,,2013-09-01,43,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07,,,,,,,,,,,0.12,,
analytical360,Analytical 360,,Chocolate Chunk,Archived,,,2013-09-01,33,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51,0.54,,,,,,,,,0.63,0.17,,
analytical360,Analytical 360,,Dutch Treat,Archived,,,2013-09-01,33,,,,,,,,,,,,,,,,,,,,,,,,,,,17.29,0.47,,,,0.09,,,,,0.77,0.26,,
analytical360,Analytical 360,,Cotton Candy,Archived,,,2013-09-01,17,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,0.34,,,,,,,,,,0.1,,
analytical360,Analytical 360,,White Knight,Archived,,,2013-09-01,32,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46,1.25,,,,0.02,,,,,0.22,0.16,,
analytical360,Analytical 360,,NY Dutch,Archived,,,2013-09-01,32,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12,1.88,,,,0.07,,,,,0.24,0.2,,
